date,vaccine,vaccination_status,entries,sumTotal,pop,inz_entries,inzsumTotal,mean7d,inzmean7d,prct,prctSumTotal,prct_mean7d,geoRegion,type,type_variant,data_completeness,version
2021-04-02,moderna,fully_vaccinated,0,13,306559,0,NA,0.57,0.19,0,12.75,17.86,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-03,moderna,fully_vaccinated,1,14,307684,0.33,NA,0.57,0.19,25,13.21,17.86,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-04,moderna,fully_vaccinated,0,14,307699,0,NA,0.71,0.23,0,12.96,25,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-05,moderna,fully_vaccinated,2,16,308004,0.65,NA,0.71,0.23,66.67,14.41,23.1,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-06,moderna,fully_vaccinated,0,16,314935,0,NA,0.71,0.23,0,14.16,23.1,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-07,moderna,fully_vaccinated,1,17,321428,0.31,NA,0.57,0.18,50,14.78,19.52,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-08,moderna,fully_vaccinated,1,18,329079,0.3,NA,0.57,0.17,20,15,19.52,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-09,moderna,fully_vaccinated,0,18,335987,0,NA,0.43,0.13,0,14.52,17.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-10,moderna,fully_vaccinated,0,18,338298,0,NA,0.43,0.13,0,14.29,17.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-11,moderna,fully_vaccinated,0,18,338495,0,NA,0.43,0.13,0,13.74,24.29,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-12,moderna,fully_vaccinated,1,19,342575,0.29,NA,0.43,0.13,50,14.29,23.81,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-13,moderna,fully_vaccinated,0,19,347912,0,NA,0.57,0.16,0,13.97,26.67,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-14,moderna,fully_vaccinated,1,20,353163,0.28,NA,0.71,0.2,100,14.6,31.43,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-15,moderna,fully_vaccinated,1,21,359179,0.28,NA,0.71,0.2,16.67,14.69,31.43,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-16,moderna,fully_vaccinated,1,22,364880,0.27,NA,0.71,0.19,20,14.86,26.33,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-17,moderna,fully_vaccinated,1,23,366906,0.27,NA,0.71,0.19,33.33,15.23,26.33,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-18,moderna,fully_vaccinated,0,23,366930,0,NA,0.57,0.16,0,15.13,12.04,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-19,moderna,fully_vaccinated,1,24,371646,0.27,NA,0.43,0.12,14.29,15.09,9.66,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-20,moderna,fully_vaccinated,0,24,380644,0,NA,0.43,0.11,0,14.91,10.37,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-21,moderna,fully_vaccinated,0,24,391449,0,NA,0.43,0.11,0,14.81,19.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-22,moderna,fully_vaccinated,0,24,406701,0,NA,0.43,0.11,0,14.63,19.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-23,moderna,fully_vaccinated,1,25,419028,0.24,NA,0.43,0.1,25,14.88,20.71,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-24,moderna,fully_vaccinated,1,26,423681,0.24,NA,0.57,0.13,100,15.38,25.48,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-25,moderna,fully_vaccinated,0,26,424339,0,NA,0.57,0.13,0,15.03,25.48,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-26,moderna,fully_vaccinated,1,27,437840,0.23,NA,0.71,0.16,20,15.17,29.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-27,moderna,fully_vaccinated,1,28,455543,0.22,NA,0.71,0.16,33.33,15.47,30.24,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-28,moderna,fully_vaccinated,0,28,470258,0,NA,0.57,0.12,0,14.97,15.95,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-29,moderna,fully_vaccinated,1,29,485348,0.21,NA,0.57,0.12,25,15.18,15.95,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-04-30,moderna,fully_vaccinated,1,30,493554,0.2,NA,0.43,0.09,33.33,15.46,13.09,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-01,moderna,fully_vaccinated,0,30,494860,0,NA,0.29,0.06,0,15.23,8.33,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-02,moderna,fully_vaccinated,0,30,495254,0,NA,0.57,0.12,0,15.08,15.48,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-03,moderna,fully_vaccinated,0,30,500246,0,NA,0.43,0.09,0,14.71,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-04,moderna,fully_vaccinated,0,30,512082,0,NA,0.29,0.06,0,14.49,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-05,moderna,fully_vaccinated,2,32,526277,0.38,NA,0.29,0.06,50,15.17,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-06,moderna,fully_vaccinated,0,32,544466,0,NA,0.29,0.05,0,14.88,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-07,moderna,fully_vaccinated,0,32,562544,0,NA,0.29,0.05,0,14.81,7.14,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-08,moderna,fully_vaccinated,0,32,569277,0,NA,0.43,0.08,0,14.68,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-09,moderna,fully_vaccinated,0,32,571302,0,NA,0.14,0.02,0,14.41,4.76,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-10,moderna,fully_vaccinated,0,32,586464,0,NA,0.29,0.05,0,14.35,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-11,moderna,fully_vaccinated,1,33,606022,0.17,NA,0.29,0.05,33.33,14.6,11.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-12,moderna,fully_vaccinated,0,33,626672,0,NA,0.29,0.05,0,14.41,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-13,moderna,fully_vaccinated,1,34,633449,0.16,NA,0.43,0.07,50,14.72,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-14,moderna,fully_vaccinated,0,34,653156,0,NA,0.57,0.09,0,14.53,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-15,moderna,fully_vaccinated,0,34,662377,0,NA,0.57,0.09,NA,14.53,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-16,moderna,fully_vaccinated,1,35,664184,0.15,NA,0.86,0.13,100,14.89,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-17,moderna,fully_vaccinated,1,36,683813,0.15,NA,0.71,0.1,20,15,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-18,moderna,fully_vaccinated,1,37,707899,0.14,NA,0.71,0.1,16.67,15.04,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-19,moderna,fully_vaccinated,2,39,731191,0.27,NA,0.71,0.1,100,15.73,33.81,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-20,moderna,fully_vaccinated,0,39,760131,0,NA,0.71,0.09,0,15.66,33.81,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-21,moderna,fully_vaccinated,0,39,784833,0,NA,0.57,0.07,0,15.48,30.95,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-22,moderna,fully_vaccinated,0,39,796307,0,NA,0.57,0.07,0,15.42,33.33,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-23,moderna,fully_vaccinated,1,40,800774,0.12,NA,0.29,0.04,100,15.75,19.05,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-24,moderna,fully_vaccinated,0,40,809317,0,NA,0.43,0.05,0,15.62,22.62,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-25,moderna,fully_vaccinated,1,41,834342,0.12,NA,0.43,0.05,33.33,15.83,22.62,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-26,moderna,fully_vaccinated,0,41,860615,0,NA,0.57,0.07,0,15.77,36.9,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-27,moderna,fully_vaccinated,1,42,889089,0.11,NA,0.43,0.05,25,15.91,22.62,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-28,moderna,fully_vaccinated,0,42,919461,0,NA,0.57,0.06,0,15.73,27.38,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-29,moderna,fully_vaccinated,1,43,935389,0.11,NA,0.43,0.05,100,16.04,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-30,moderna,fully_vaccinated,0,43,941292,0,NA,0.43,0.05,0,15.93,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-05-31,moderna,fully_vaccinated,1,44,965018,0.1,NA,0.29,0.03,33.33,16.12,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-01,moderna,fully_vaccinated,0,44,993823,0,NA,0.43,0.04,NA,16.12,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-02,moderna,fully_vaccinated,0,44,1026279,0,NA,0.29,0.03,0,16.06,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-03,moderna,fully_vaccinated,0,44,1058205,0,NA,0.29,0.03,0,16,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-04,moderna,fully_vaccinated,1,45,1096049,0.09,NA,0.14,0.01,33.33,16.19,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-05,moderna,fully_vaccinated,0,45,1114289,0,NA,0.14,0.01,0,16.07,4.76,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-06,moderna,fully_vaccinated,0,45,1122232,0,NA,0.29,0.03,0,16.01,9.52,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-07,moderna,fully_vaccinated,0,45,1156827,0,NA,0.29,0.03,0,15.96,9.52,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-08,moderna,fully_vaccinated,0,45,1197108,0,NA,0.14,0.01,0,15.85,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-09,moderna,fully_vaccinated,1,46,1235919,0.08,NA,0.29,0.02,33.33,16.03,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-10,moderna,fully_vaccinated,0,46,1267653,0,NA,0.29,0.02,0,15.97,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-11,moderna,fully_vaccinated,0,46,1303535,0,NA,0.43,0.03,NA,15.97,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-12,moderna,fully_vaccinated,1,47,1324156,0.08,NA,0.57,0.04,100,16.26,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-13,moderna,fully_vaccinated,0,47,1334249,0,NA,0.43,0.03,0,16.15,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-14,moderna,fully_vaccinated,1,48,1368270,0.07,NA,0.43,0.03,50,16.38,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-15,moderna,fully_vaccinated,1,49,1409480,0.07,NA,0.43,0.03,100,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-16,moderna,fully_vaccinated,0,49,1454246,0,NA,0.29,0.02,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-17,moderna,fully_vaccinated,0,49,1501460,0,NA,0.29,0.02,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-18,moderna,fully_vaccinated,0,49,1547061,0,NA,0.14,0.01,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-19,moderna,fully_vaccinated,0,49,1568926,0,NA,0,0,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-20,moderna,fully_vaccinated,0,49,1577779,0,NA,0,0,NA,16.67,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-21,moderna,fully_vaccinated,0,49,1614035,0,NA,0,0,0,16.61,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-22,moderna,fully_vaccinated,0,49,1658453,0,NA,0,0,0,16.55,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-23,moderna,fully_vaccinated,0,49,1704140,0,NA,0,0,NA,16.55,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-24,moderna,fully_vaccinated,0,49,1751413,0,NA,0,0,0,16.5,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-25,moderna,fully_vaccinated,0,49,1795646,0,NA,0,0,0,16.44,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-26,moderna,fully_vaccinated,0,49,1818561,0,NA,0,0,NA,16.44,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-27,moderna,fully_vaccinated,0,49,1828383,0,NA,0,0,NA,16.44,NA,CHFL,COVID19Hosp,vaccine,limited,2021-12-16_07-53-19
2021-06-28,moderna,fully_vaccinated,0,49,1871054,0,NA,0,0,NA,16.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-16_07-53-19
2021-06-29,moderna,fully_vaccinated,0,49,1918599,0,NA,0,0,NA,16.44,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-16_07-53-19
2021-06-30,moderna,fully_vaccinated,0,49,1972616,0,NA,0,0,0,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-16_07-53-19
2021-07-01,moderna,fully_vaccinated,0,49,2020652,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-16_07-53-19
2021-07-02,moderna,fully_vaccinated,0,49,2071198,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-16_07-53-19
2021-07-03,moderna,fully_vaccinated,0,49,2104946,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-16_07-53-19
2021-07-04,moderna,fully_vaccinated,0,49,2115146,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-16_07-53-19
2021-07-05,moderna,fully_vaccinated,0,49,2163883,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-16_07-53-19
2021-07-06,moderna,fully_vaccinated,0,49,2212423,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-16_07-53-19
2021-07-07,moderna,fully_vaccinated,0,49,2260642,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-16_07-53-19
2021-07-08,moderna,fully_vaccinated,0,49,2311447,0,NA,0,0,NA,16.39,NA,CHFL,COVID19Hosp,vaccine,intermediate,2021-12-16_07-53-19
